1.345469388,14.14693878,25.39,2.75918256,5,134.0609268,327.06,1.427151945,1.442502751,311.5078864,1.397313018,49.31773476,419.5029677,157.1396106,19,0.75,3.345931067,1.339031778,63,4,5,27.5,27,c,3.56,C,4
0.706412698,6.588333333,45.17,2.412846175,4,104.0240062,350.1312397,0.754461096,0.705353302,151.092719,0.784804616,40.56762943,316.8799406,77.46877587,65,0.760869565,2.391123526,0.515103151,91,21,4,7.571428571,19,b2,2.352,B1,3
0.32,26.66721088,26.67,3.113452422,5,182.3238653,327.06,0.985886392,1.065281765,203.190199,0.899803521,31.91967914,391.4100645,66.98816807,7,0.666666667,2.247915167,1.263304956,81,2,7,70.5,29,a,3.8,C,5
0.32,23.41333333,23.41,2.613084335,5,154.6422119,327.06,1.084358248,1.171889437,224.9109027,1.015554037,32.82228198,345.8735206,76.52740912,3,0.5,1.685493387,1.460527673,60,1,7,105,27,a,3.52,C,4
0.70734675,11.1420805,82.06,2.548603455,4,123.7928899,374.9781674,0.971323641,0.883852499,184.6112248,0.998141678,54.66470771,424.0981487,74.35855155,84,0.647058824,2.609191631,0.74356123,184,24,10,13.33333333,27,c,3.585,C,4
0.685066667,13.03333333,24.99,2.157583831,4,112.4437781,399.6609917,0.818056893,0.823495021,161.4668098,0.745478783,46.95996566,395.5625006,70.57993262,16,0.307692308,1.775499504,0.633927937,49,5,6,17,19,c,2.37,B1,3
0.510666667,14.41333333,28.03,2.000218758,3,94.50062203,390.2,0.856921479,0.802165803,164.7980721,0.815784683,61.60048685,399.6492484,75.84448947,34,0.423076923,2.041677293,0.613396133,45,12,8,6.583333333,14,b2,1.916,A2,3
0.780571429,10.70666667,29.22,2.565681445,4,127.7536823,327.06,0.979207288,1.013970992,200.3822082,0.945605879,42.48076152,391.6239651,74.34311677,27,0.888888889,2.697891157,0.753518015,68,7,7,17,26,c,3.385,C,4
0.875607843,4.293333333,24.5,2.510135039,4,85.33679589,327.06,0.942031999,0.99588214,108.768895,0.832170034,24.37283145,276.2023987,79.82790281,57,0.594594595,2.672192563,0.700620297,49,17,9,5,22,b1,2.915,B2,2
1.223430386,2.261335451,22.62,2.698990233,5,59.7246513,390.2,1.226241756,1.274805253,142.3977248,1.126664837,29.97694246,380.3182872,81.36630972,96,0.416666667,2.370607925,0.69666812,54,28,5,3.357142857,10,a2,1.436,A2,2
0.784385941,10.18624555,64.12,2.511061069,4,117.5157549,384.7922449,0.926292131,0.855195043,175.007101,0.928730336,51.94898681,413.8197116,78.61647295,73,0.522727273,2.637614508,0.799106342,140,20,9,12.15,26,c,3.37,C,3
0.621866667,15.09666667,57.75,2.217417692,4,112.4934331,379.1315556,0.906215437,0.849934182,181.0746029,0.93313203,51.66220423,423.0807866,79.99297006,43,0.53125,2.388770719,0.598656599,113,15,9,13.13333333,21,c,2.77,B2,3
0.702998697,7.527591837,97.57,2.547148997,4,108.1080273,377.1819723,0.917846075,0.839373448,177.0057609,0.938976074,48.94531201,415.4723384,79.79703278,156,0.577319588,2.553267858,0.711399322,203,47,9,7.531914894,23,b2,3.055,B2,3
0.825,7.026666667,18.63,2.540166381,4,104.6914873,396.2187654,0.870730086,0.901103948,173.9261517,0.795651147,30.28628724,294.138305,80.824316,30,0.45,1.932866947,0.577154887,37,8,8,8,22,b2,2.895,B2,3
0.453333333,15.08666667,29.29,2.344626618,4,127.9960992,327.06,1.232314823,1.300665743,138.8587148,1.065108773,31.52251808,372.6641085,82.14771586,18,0.071428571,2.581405105,0.801809275,64,6,5,18.66666667,21,c,2.8,B2,4
0.790095238,3.607619048,17.99,2.591714289,5,87.39030696,368.0768889,1.029064356,1.070195646,209.8386104,0.984284354,47.01189079,398.7351379,80.18244282,53,0.65625,2.778655173,0.957038359,37,14,7,4.571428571,21,b1,2.64,B2,3
0.618666667,15.72666667,30.56,2.485467781,4,140.3283098,354.6622222,1.128554777,1.164177157,127.4004797,0.989608934,40.16968478,397.5502291,80.25090557,8,0.625,2.094592578,0.993548867,74,3,6,42.66666667,24,c,3.125,B2,4
0.872888889,8.09037037,123.12,2.528892207,4,116.2632838,331.61825,0.950102713,0.894994944,183.5556921,0.949722509,48.63319404,397.8674704,70.32968038,136,0.93902439,2.85269412,0.537715914,282,39,10,12.58974359,25,c,3.255,C,3
0.69444741,7.759070295,120.97,2.802745336,5,124.6841327,352.3382912,0.927531122,0.802807714,172.4051035,0.96697075,63.01717513,413.1691557,70.88839548,179,0.759259259,2.954717891,0.979259465,290,52,9,9.711538462,29,c,3.86,C,4
0.722311111,6.957777778,36.64,2.509905761,4,111.5100387,361.9435156,0.763932737,0.710823537,155.4915638,0.785863134,41.87907109,389.6496233,77.45990333,48,0.705882353,2.432445132,0.618955358,78,15,4,9,21,c,2.732,B2,3
0.668198791,9.126231293,82.83,2.428586469,4,107.307202,380.7661963,1.186845697,1.133851381,131.5321554,1.144477235,40.69659171,392.1493364,72.27668659,116,0.546666667,2.500901975,0.572428431,163,36,6,7.888888889,21,b2,2.75,B2,3
0.683502413,11.51476568,127.95,2.520023185,4,122.0322195,383.8654735,0.920471492,0.877716424,180.1390632,0.9158392,46.63620994,397.6566786,70.54707144,133,0.567901235,2.529964841,0.652646793,281,39,9,12.53846154,27,c,3.525,C,4
0.6832,14.68,27.26,2.627636821,5,120.9715306,335.6152834,1.033356245,1.04207345,205.7734121,1.009206178,42.53812494,399.7729685,81.56794133,34,0.782608696,2.862414808,0.808664254,59,10,7,10.3,27,c,3.55,C,4
0.791086365,7.088497732,74.74,2.673002655,5,126.0744088,378.6384156,1.030465726,0.918505648,198.842126,1.074294937,62.03615454,420.7025002,70.7741739,83,0.571428571,2.83805139,0.877816727,179,23,7,13.52173913,28,c,3.67,C,4
0.80647619,5.137777778,24.14,2.500541294,4,95.0811359,344.408,0.774798184,0.737690708,153.6568852,0.761859039,38.86701103,398.8237449,89.42580087,50,0.71875,2.708746277,0.911555247,49,14,4,6.071428571,19,b2,2.442,B1,3
1.202133333,3.881904762,17.2,2.389578706,4,79.94653311,327.06,0.971992329,1.074728053,206.4554391,0.930318963,39.42558476,395.4369005,86.04045564,38,0.875,3.147120102,0.920899051,36,10,7,6.3,19,b1,2.396,B1,2
0.527111111,25.30666667,24.37,2.452500218,4,110.3702627,353.684,1.413254417,1.290412363,313.6039386,1.473006332,63.55811274,422.5368787,159.7192474,38,0.777777778,2.233975043,0.574531171,47,12,5,6.75,21,c,2.655,B2,3
0.5232,32.32,32.32,2.418681386,4,121.6285422,370.3644898,0.743765983,0.728306999,149.354875,0.70894144,38.35450132,377.4860488,83.73524604,36,0.608695652,2.454199516,0.696300862,66,10,4,11.4,20,c,2.562,B2,4
0.849454545,7.08,24.16,2.544048381,4,102.2793688,341.6805556,0.852446769,0.880627648,177.2816557,0.822781699,28.20063721,393.4899664,89.01512084,40,0.846153846,2.72146048,0.751966128,48,11,8,7.636363636,22,b2,2.855,B2,3
1.23069001,3.842258016,67.12,2.890415812,5,88.25030968,372.989751,1.156103407,1.115053324,128.8943203,1.135200755,34.59909721,288.1081889,79.59379627,167,0.416666667,2.978778128,0.950221248,170,46,6,6.413043478,21,b2,2.776,B2,3
0.54813866,22.53417234,130.74,2.651893368,5,128.7954493,366.3364986,0.937814677,0.88351097,186.9526078,0.936659635,46.08821822,398.8152273,73.88839492,155,0.701030928,2.584853793,0.618203574,290,47,9,10.74468085,28,c,3.77,C,4
1.14125,6.998916667,16.05,2.38579972,4,88.68367559,327.06,1.229854868,1.187337844,246.5955372,1.25215002,63.09779467,418.7098826,94.09237819,22,0.611111111,2.050964245,0.601208298,31,7,5,7.714285714,19,b2,2.36,B1,3
0.628166667,10.07333333,19.28,2.62246533,5,118.0994546,347.2244291,1.074473238,1.120166134,227.9475444,1.040458913,54.44188427,419.5990823,81.55694254,28,0.789473684,2.363748186,0.671894445,40,8,7,8.625,26,c,3.47,C,3
1.315733333,4.339047619,19.63,2.403538008,4,81.74139445,395.341157,1.044474163,1.03548465,114.5996797,0.964739674,29.96621816,340.9056894,79.51717248,32,0.333333333,2.093863419,0.629557698,41,10,7,7.2,20,b1,2.556,B2,2
0.706909091,5.25077551,21.98,2.457116556,4,103.7613559,383.1084298,1.109682012,1.166624861,232.4697778,1.054626558,30.48329989,391.2794832,77.69910474,32,0.416666667,2.453838232,0.720585385,45,11,6,7.181818182,21,b2,2.695,B2,3
0.562666667,23.25070295,23.25,1.561506748,3,80.0865664,375.7088889,1.218462237,1.25638082,250.6105733,1.187299018,38.18110693,359.3521475,179.8331137,21,0.714285714,2.146493271,0.800043737,31,6,5,9,14,b1,1.87,A2,2
1.05037037,13.64666667,21.92,2.738260914,5,107.3901252,382.292,0.979723364,1.04184936,109.1497017,0.852438937,28.62094582,354.6065052,80.54624507,25,0.545454545,2.183255918,0.880831226,49,9,7,9.444444444,26,b2,3.345,C,3
0.759365079,7.673333333,54.12,2.339829205,4,103.9201294,385.0641736,0.765281269,0.802399553,154.4553476,0.69849675,29.87441366,390.7221246,71.45772707,72,0.5,2.511902147,1.013832798,106,21,4,8.80952381,19,b2,2.482,B1,3
0.842888889,11.83333333,21.38,2.038280136,4,96.16318601,397.5433136,0.995233324,1.046023534,112.4559334,0.898801304,23.73729495,236.4576596,80.51831072,24,0.066666667,1.775547399,0.551671804,38,6,7,11,16,b2,2.126,B1,3
0.666666667,4.275219955,17.39,2.130489602,4,91.94929207,354.6622222,1.104350702,1.180132733,233.4182935,1.078868605,43.54026611,391.9902306,78.26977905,33,0.8,3.020811986,1.348259816,33,9,6,6.333333333,16,b2,2.01,B1,3
0.85178202,15.73331066,50.32,2.690425484,5,93.69534252,371.6650977,0.922461527,0.9482424,184.9975058,0.838261339,37.24517906,396.0133049,81.53142803,96,0.666666667,2.21770679,0.394045833,98,31,9,5.516129032,24,b2,3.12,B2,3
0.536,53.22666667,53.23,2.765867041,5,162.6097022,327.06,1.083862393,0.95894357,210.5089078,1.128193445,63.39473142,423.2904115,80.89416352,7,0.666666667,2.19323987,1.246369707,144,2,7,125.5,29,a,3.8,C,5
0.481142857,24.57360544,48.06,2.168153681,4,112.2595012,387.6466327,1.181108383,1.260315534,245.1711424,1.137047051,48.52168448,401.1697201,80.71776519,47,0.466666667,2.323151931,0.658393499,92,14,6,11.42857143,19,c,2.3,B1,3
0.611878788,12.63111111,34.67,2.305248816,4,89.17954816,331.0320605,1.225330123,1.380754678,144.6611459,1.082042757,14.39604874,237.0115472,76.61766078,70,0.770833333,2.738928779,0.762971381,56,22,5,4.454545455,19,b2,2.44,B1,3
0.912,4.909090909,41.33,1.623209648,3,64.49553001,339.9853064,0.899951662,0.906605867,175.5199495,0.825427423,37.01856453,367.1295334,87.95375364,73,0.88372093,3.091462826,0.832011962,58,20,8,5.05,12,a2,1.7,A2,2
0.82722807,6.563809524,36.95,2.110304675,4,83.30498129,375.7088889,1.082450397,1.045446808,215.3986988,1.063349166,49.18653949,391.2633982,88.37181601,68,0.585365854,2.458499438,0.66828284,64,19,7,5.842105263,18,b1,2.29,B1,2
0.915294118,6.015,37.3,2.612330199,5,106.0566973,327.06,0.905468384,0.962746068,102.4742177,0.811878649,22.67530385,365.6932636,78.39340785,60,0.789473684,2.848189599,0.693915912,85,17,9,8.705882353,25,b2,3.185,C,3
0.66562963,16.12666667,30.86,2.516574378,4,122.949067,336.4847091,1.076219972,0.993216341,221.1905293,1.109375308,54.90934252,410.8816157,71.93289139,31,0.857142857,2.359415164,0.660807508,66,9,7,12.77777778,25,c,3.285,C,4
0.5616,46.6,45.33,2.950641192,5,145.0347787,327.06,1.028107487,1.002098177,206.5764871,1.027124261,58.23745756,417.2609612,80.52135892,53,0.911764706,2.63459838,0.601997129,113,15,7,13.06666667,28,c,3.76,C,4
0.535111111,56.50666667,56.51,2.397194884,4,139.7454883,399.1987755,0.813235516,0.705498795,143.5656072,0.745530822,70.54755682,401.61219,84.04549269,10,0.111111111,1.866502093,0.776329812,132,3,6,76.33333333,21,c,2.8,B2,4
0.653749919,12.48024943,115.2,2.740452581,5,134.2811358,376.2068201,0.932850599,0.894586128,183.296162,0.924684555,43.48662409,401.6502738,70.1054815,117,0.643835616,2.515818465,0.650137561,279,35,9,13.88571429,29,c,3.9,C,4
0.62562963,14.80444444,41.51,2.58301713,4,115.6844274,381.8104155,1.104635699,1.037412391,118.0462612,1.034765679,45.25227481,396.0123246,77.9836557,61,0.475,2.375255195,0.634962027,86,18,6,8.277777778,21,c,2.825,B2,3
0.802055377,13.12235072,72.6,2.45290178,4,118.6884346,380.8659172,0.902455441,0.844466359,173.0843147,0.895066494,49.1005689,419.5305657,69.41359711,63,0.56097561,2.556244565,0.725972233,156,19,9,14.26315789,25,c,3.295,C,3
0.950434211,5.362916667,36.34,2.625474868,5,98.59105876,327.06,1.102181443,1.124960085,123.7857142,1.024799561,30.05222347,346.7440738,69.63268586,65,0.476190476,2.551937454,0.611510354,79,19,6,7.263157895,21,b2,2.805,B2,3
0.499692308,55.69333333,55.69,2.546629011,4,134.9756053,384.3263905,0.959500152,1.040133123,197.4933331,0.886911877,31.77868454,393.2197763,81.19175241,40,0.535714286,2.24894664,0.526196965,125,13,7,16.76923077,26,c,3.385,C,4
0.464,37.26721088,37.27,2.840194112,5,161.9247219,366.005,0.988746152,1.04035182,201.6658708,0.9093201,36.0321793,394.2004779,76.49897172,11,0.6,2.150438809,0.839011713,101,4,7,43.75,29,a,3.8,C,5
