0.304,59.93684807,59.94,4.6450909010000005,1.006675471,109.5876573,46.51283331,401.0807495,70.8461764,0.015,1.316409388,1.152397203,7
0.304,60.72052154,60.72,3.045524557,1.104669139,120.1134136,44.4962889,401.1390297,81.42227321,0.015,1.3622284,1.182885307,6
0.32,45.41276644,45.41,4.257889129,1.202377607,133.2614481,50.47828111,399.8819827,76.63392328,0.25,1.355454485,1.191624858,5
0.32,60.87725624,60.88,4.557670165,1.159601265,98.2385746,103.2595972,398.4567747,80.00529311,0.5,1.647114067,1.435128964,6
0.32,60.74664399,60.75,5.2625792030000005,0.78574616,91.24767793,11.86964117,397.5396166,79.00129837,0.015,1.388959717,1.205243874,4
0.32,45.2821542,45.28,4.092330612,1.126768013,123.3699176,39.2126292,398.4952233,80.31188115,0.25,1.546087112,1.35495321,6
0.32,42.7221542,42.72,3.160216799,0.898131637,100.7810645,27.4125346,310.0850751000001,81.02918487,0.015,1.242564198,1.077409608,8
0.328,60.74664399,60.75,3.566943213,0.958913375,196.7465068,50.12258559,398.9025706000001,80.33920235,0.3,1.96568547,0.828884265,10
0.328,45.2821542,45.28,4.616127106,0.851234878,172.98601200000004,27.66030794,389.7478168,82.77263583,0.666666667,1.7931758430000002,1.008410906,8
0.336,60.6421542,60.64,0.762774556,1.071548077,101.7017948,80.53133582,399.1378026,81.44649658,0.015,1.3213454,1.150654965,9
0.336,59.64950113,59.65,4.720679013,0.973597208,106.1180111,39.32983205,406.871072,79.86340639,0.25,1.45030033,1.260268298,10
0.336,57.89929705,57.9,3.300714339,0.965004593,111.1268814,19.48016335,273.0904022,80.16955772,0.015,1.443896301,1.250453632,7
0.336,60.56378685,60.56,4.157498267,1.095249508,123.6712844,30.33548603,399.4635748,71.42321574,0.5,1.988388518,1.147453308,7
0.336,45.54337868,45.54,2.7207947810000004,0.854139813,125.2223311,91.06237725,399.7660597,89.32322706,0.5,1.59880485,1.385456035,6
0.336,60.40705215,60.41,1.20532246,1.178447201,97.48681594,104.8257923,396.2594368,83.30514094,0.015,1.586063126,0.890833529,6
0.341333333,45.46501134,45.47,3.442765936,0.990065189,199.4661905,50.64717913,418.2372258,84.77255368,0.125,1.879974813,0.848900863,7
0.344,59.38827664,59.39,4.412244964,1.01061041,112.655211,39.42228179,401.4404632,80.20960083,0.333333333,1.638918333,0.958392798,7
