0.304,59.93684807,59.94,2.669592472,4.645090901,159.3631371,394.34,1.006675471,1.006015008,109.5876573,0.873403894,46.51283331,401.0807495,70.8461764,3,0.015,1.316409388,1.152397203,159,1,7,277,28,4,3.68,4,4.621530976
0.304,60.72052154,60.72,1.750301469,3.045524557,104.4923104,394.34,1.104669139,1.148040408,120.1134136,0.934760739,44.4962889,401.1390297,81.42227321,4,0.015,1.3622284,1.182885307,106,1,6,184,16,2,2.02,2,3.030277002
0.32,45.41276644,45.41,2.447062718,4.257889129,145.7891728,390.2,1.202377607,1.217593397,133.2614481,1.04220009,50.47828111,399.8819827,76.63392328,3,0.25,1.355454485,1.191624858,110,1,5,192,22,3,2.975,3,4.227886012
0.32,60.87725624,60.88,2.619350669,4.557670165,156.3349265,327.06,1.159601265,0.88867781,98.2385746,0.726359993,103.2595972,398.4567747,80.00529311,2,0.5,1.647114067,1.435128964,159,1,6,276,26,4,3.44,4,4.533712869
0.32,60.74664399,60.75,3.024470807,5.262579203,180.5123135,394.34,0.78574616,0.884361823,91.24767793,0.6860896,11.86964117,397.5396166,79.00129837,2,0.015,1.388959717,1.205243874,183,1,4,318,26,4,3.432,4,5.23485709
0.32,45.2821542,45.28,2.351914145,4.092330612,140.1176181,390.2,1.126768013,1.15325606,123.3699176,0.99052941,39.2126292,398.4952233,80.31188115,4,0.25,1.546087112,1.35495321,106,1,6,184,21,3,2.8,3,4.063410924
0.32,42.7221542,42.72,1.816216551,3.160216799,108.1567571,394.34,0.898131637,0.988374447,100.7810645,0.733085287,27.4125346,310.0850751,81.02918487,4,0.015,1.242564198,1.077409608,77,1,8,134,18,3,2.252,3,3.136545957
0.328,60.74664399,60.75,2.049967364,3.566943213,120.3415423,396.76625,0.958913375,0.951620232,196.7465068,0.939073046,50.12258559,398.9025706,80.33920235,13,0.3,1.96568547,0.828884265,122,4,10,53,20,3,2.556,3,3.489904727
0.328,45.2821542,45.28,2.652946612,4.616127106,156.8708115,327.06,0.851234878,0.884855387,172.986012,0.808962201,27.66030794,389.7478168,82.77263583,5,0.666666667,1.793175843,1.008410906,118,2,8,103,28,4,3.64,4,4.549253534
0.336,60.6421542,60.64,0.438376182,0.762774556,26.15683624,394.34,1.071548077,0.95529375,101.7017948,0.805650243,80.53133582,399.1378026,81.44649658,4,0.015,1.3213454,1.150654965,26,1,9,46,13,2,1.76,2,0.758548251
0.336,59.64950113,59.65,2.713033916,4.720679013,161.8650991,390.2,0.973597208,0.993320804,106.1180111,0.846790325,39.32983205,406.871072,79.86340639,3,0.25,1.45030033,1.260268298,161,1,10,280,29,4,3.94,4,4.694087875
0.336,57.89929705,57.9,1.896962264,3.300714339,113.1572311,394.34,0.965004593,1.047275789,111.1268814,0.850958688,19.48016335,273.0904022,80.16955772,2,0.015,1.443896301,1.250453632,109,1,7,190,18,3,2.252,3,3.281559702
0.336,60.56378685,60.56,2.38936682,4.157498267,141.7713017,366.005,1.095249508,1.156654771,123.6712844,0.998145799,30.33548603,399.4635748,71.42321574,8,0.5,1.988388518,1.147453308,143,2,7,124.5,23,3,3,3,4.111367749
0.336,45.54337868,45.54,1.563675162,2.720794781,93.12834122,327.06,0.854139813,0.567243758,125.2223311,1.046324277,91.06237725,399.7660597,89.32322706,3,0.5,1.59880485,1.385456035,71,1,6,123,14,2,1.86,2,2.700721895
0.336,60.40705215,60.41,0.692714057,1.20532246,41.10047639,394.34,1.178447201,0.898402715,97.48681594,0.764013982,104.8257923,396.2594368,83.30514094,6,0.015,1.586063126,0.890833529,41,2,6,36,10,2,1.36,2,1.191913815
0.341333333,45.46501134,45.47,1.978601113,3.442765936,116.0422469,398.1355556,0.990065189,1.008851215,199.4661905,0.941038266,50.64717913,418.2372258,84.77255368,8,0.125,1.879974813,0.848900863,88,3,7,51,18,3,2.276,3,3.365225159
0.344,59.38827664,59.39,2.535772968,4.412244964,150.3837961,390.2,1.01061041,1.051030054,112.655211,0.864600403,39.42228179,401.4404632,80.20960083,5,0.333333333,1.638918333,0.958392798,149,2,7,129.5,26,4,3.385,4,4.361130086
0.344,60.5899093,60.59,1.410351683,2.454011929,83.6602262,366.005,1.040784441,1.125214129,216.3993015,0.973915904,28.3143365,338.0827592,90.54639822,7,0.5,1.887017799,1.106014435,84,2,7,73.5,16,2,2.14,2,2.42614656
0.352,45.54337868,45.54,1.963620344,3.416699399,115.0854298,354.6622222,0.833141283,0.917050231,182.368666,0.833659178,54.8133662,399.677197,76.41776877,10,0.75,1.880858497,0.866324083,87,3,6,50.66666667,16,2,2.036,2,3.337477464
0.352,60.4854195,60.49,0.499905451,0.869835485,29.64521802,394.34,1.822910776,2.115712699,393.7415646,1.668641566,27.88359546,400.4987515,264.0504427,8,0.015,1.522612825,0.852996143,30,2,5,26,10,2,1.36,2,0.859711323
0.352,60.5899093,60.59,2.341617364,4.074414213,138.8645931,366.005,1.117575742,1.174581272,125.9209367,1.009314834,26.45029929,393.9166302,76.47846883,7,0.5,1.731471465,0.998264739,140,2,6,122,21,3,2.8,3,4.027073201
0.357333333,60.66827664,60.67,2.237276233,3.892860646,131.8646324,394.34,1.124444671,1.152171225,122.8409111,0.955866516,51.88106795,399.9687662,79.97513682,9,0.015,1.679389152,0.753861145,133,3,6,77.33333333,19,3,2.45,3,3.824074341
0.362666667,59.54501134,59.55,1.85812937,3.233145104,109.4506699,375.7088889,1.10654719,1.205210118,131.4218846,1.006791786,15.71690996,188.646766,80.11468778,7,0.75,1.514437426,0.684385961,109,3,6,63,16,2,2.012,2,3.174069427
0.365090909,59.96297052,59.96,2.629748053,4.575761612,147.2172931,342.9284298,1.080281187,1.079943844,213.5313164,1.038501746,49.58774196,415.356195,64.03723727,40,0.75,2.784031459,0.77875164,147,11,7,23.27272727,28,4,3.68,4,4.2693015
0.368,60.5899093,60.59,1.305861563,2.272199119,77.39993716,399.645,0.816046119,0.887116534,90.16307312,0.741828596,14.37264204,230.2304339,71.9249562,7,0.166666667,1.662320538,0.954121248,78,2,6,68,13,2,1.78,2,2.244598178
0.368,45.2299093,45.23,1.498852375,2.608003133,89.19944394,390.2,0.928574832,0.927982855,111.5035894,0.903843657,21.07309566,265.7676717,72.25813553,3,0.25,1.37829519,1.205775879,67,1,9,117,19,3,2.34,3,2.586783874
0.368,45.2821542,45.28,2.354427648,4.096704108,140.1176181,390.2,0.835986605,0.895201242,173.6574185,0.791111743,34.6204717,399.8249688,71.91702372,3,0.25,1.652006945,1.498351499,106,1,6,184,21,3,2.8,3,4.063410924
0.378666667,45.38664399,45.39,2.091014442,3.638365128,122.3206576,354.6622222,1.056646847,1.022935811,112.0590392,1.004786251,34.4217696,247.2865123,79.59679491,12,0.5,2.845302383,1.715641282,93,3,7,53.66666667,21,3,2.65,3,3.54729907
0.381333333,60.01521542,60.02,2.239171859,3.896159034,124.1064588,379.94625,0.987692238,1.014300771,198.2143718,0.915846578,44.48763229,404.4101104,73.2810911,37,0.615384615,2.131815381,0.655644705,124,12,7,18,21,3,2.61,3,3.599087306
0.384,60.5899093,60.59,2.185984681,3.803613344,130.3278354,327.06,0.764951629,0.739476394,166.7117215,0.765325822,50.83701056,398.3324871,70.53190494,3,0.5,1.606848411,1.394163444,132,1,4,229,18,3,2.242,3,3.779507226
0.384,60.4854195,60.49,2.658341787,4.62551471,158.4878963,390.2,1.007004442,1.047499233,112.4314619,0.880323601,33.47168848,398.6582555,79.98217496,3,0.25,1.402901413,1.223398669,160,1,7,278,28,4,3.68,4,4.596148994
0.384,60.72052154,60.72,2.10505165,3.662789872,125.5043511,390.2,0.954831196,0.957123025,192.3292546,0.902526726,47.1538929,403.2848328,86.46692919,2,0.25,1.660777891,1.449877134,127,1,10,221,22,3,2.85,3,3.639626182
0.384,60.25031746,60.25,1.78558756,3.106922355,106.4524367,390.2,1.00458221,1.04631664,206.8018036,0.965089764,30.32337288,324.3692423,98.45376729,3,0.25,1.582397762,1.400272177,107,1,7,186,18,3,2.252,3,3.087120663
0.384,45.41276644,45.41,1.135927749,1.976514283,67.57935616,394.34,1.013921742,0.979928655,103.5369283,0.802036992,64.9527204,400.8611913,84.97436124,4,0.015,1.338940197,1.162498263,51,1,10,89,16,2,2.1,2,1.959801329
0.384,60.4331746,60.43,2.04812983,3.563745903,122.1069453,390.2,1.246635541,1.280178984,245.1577631,1.171456159,45.89326529,403.7438863,80.16274127,3,0.25,1.588243713,1.401077494,123,1,5,214,17,2,2.156,2,3.541101413
0.384,45.38664399,45.39,1.909877666,3.323187139,111.6840787,327.06,0.939436131,1.009147693,194.0683117,0.879623514,43.44659185,396.6942458,64.85412574,8,0.75,2.241730272,1.057335088,84,3,7,49,18,3,2.252,3,3.238838281
0.385454545,60.4331746,60.43,2.065944038,3.594742625,115.2598269,394.34,0.877588105,0.864843619,101.9773179,0.850846946,24.96472652,381.4020936,79.04376963,39,0.015,1.901731024,0.440147406,116,11,8,18.36363636,19,3,2.444,3,3.342534979
0.392,60.32868481,60.33,2.277821847,3.963410013,134.893228,390.2,1.083190201,1.125432939,219.5996129,1.030696497,39.6271743,414.6090921,75.0223069,7,0.333333333,1.889145809,1.103055583,136,2,7,118,23,3,3,3,3.911903612
0.394666667,60.4854195,60.49,1.511855419,2.630628429,88.93565407,327.06,0.726782828,0.569491757,176.2604837,0.801105034,50.8237649,387.8537091,74.11613009,12,0.75,2.734407719,1.217733234,90,3,4,52,13,2,1.772,2,2.579133968
0.4,60.4331746,60.43,2.149154735,3.739529238,127.2422841,327.06,1.135884876,1.151118416,124.3514473,0.988826746,45.69333245,403.0631995,80.2591835,8,0.666666667,2.122633857,1.205873207,128,2,6,111.5,19,3,2.41,3,3.690026239
0.4,45.41276644,45.41,1.544900156,2.688126271,91.87755163,327.06,0.905619007,0.984583404,102.1624472,0.778834412,19.98075573,242.821383,81.75484774,2,0.5,1.641188243,1.434109071,70,1,9,121,18,3,2.26,3,2.664448997
0.4,44.94256236,44.94,2.248392244,3.912202504,128.9001593,395.748,0.722053457,0.613551258,117.9076969,0.545879977,85.10764713,408.9444145,93.74006506,17,0.333333333,2.037901479,0.793486182,97,5,4,33.6,19,3,2.482,3,3.73810462
0.4,60.56378685,60.56,2.211772631,3.848484377,130.9534112,399.645,1.261809653,1.213159027,253.9581966,1.275853772,60.17208451,406.7235652,80.02294586,6,0.166666667,1.77010472,1.00814673,132,2,5,115,19,3,2.45,3,3.797648925
0.4,60.35480726,60.35,2.080110827,3.619392838,123.9794966,327.06,1.076129415,1.091095367,117.6769652,0.930367062,46.913894,423.6843654,80.3537714,2,0.5,1.516009589,1.313133216,125,1,7,217,21,3,2.61,3,3.595405401
0.402024439,60.27643991,60.28,2.241713459,3.900581419,126.4289939,384.152964,0.929288521,1.009200963,197.8932743,0.90813313,43.40618797,398.9776227,76.0456908,29,0.476190476,2.250937765,0.596876462,127,9,7,24.55555556,21,3,2.65,3,3.666440824
0.4024,60.66827664,60.67,2.446502383,4.256914146,127.3175761,372.024,1.025014878,1.076604705,210.5150441,0.987499484,43.18549595,407.2223315,77.28316293,69,0.5,2.818323863,0.854733591,129,20,7,11.2,24,3,3.105,3,3.692209708
0.408,45.2821542,45.28,1.751122831,3.046953727,101.2806696,366.005,1.120060167,1.125939611,122.6273194,0.950693283,51.09686558,396.0964751,81.90133049,10,0.6,1.937410344,0.747504096,76,4,6,33.25,16,2,2.02,2,2.937139418
0.408,45.2299093,45.23,1.759829765,3.06210379,103.6848237,366.005,0.859195048,0.944902958,99.48444166,0.749846597,20.36590849,384.5892557,80.6960982,6,0.5,1.849463169,1.056140352,78,2,8,68,17,2,2.22,2,3.006859888
0.408341018,60.66827664,60.67,2.252797009,3.919866795,118.7918456,368.5162454,1.03412614,1.057351538,212.3471392,0.984239352,42.58825254,395.6757322,84.32111355,61,0.564102564,2.716098951,0.714029624,120,18,7,11.61111111,22,3,2.92,3,3.444963522
0.41,59.85848073,59.86,3.067654277,5.337718442,173.9735619,399.645,1.01581638,0.975312186,198.4705084,0.971308601,59.05425582,412.5014167,77.61404486,15,0.444444444,1.689917476,0.486189905,174,8,10,37.75,29,4,3.96,4,5.045233296
0.410666667,61.13848073,61.14,1.76520345,3.071454002,103.7779727,390.2,0.883689256,0.97248057,192.2044177,0.86786099,38.79118639,385.1484012,77.56367148,9,0.375,2.004781562,1.139752902,106,3,8,61.33333333,17,2,2.22,2,3.00956121
0.413333333,59.93684807,59.94,2.404355882,4.183579235,132.3231824,399.645,0.948440385,1.021242644,106.0195487,0.798998302,27.35238705,399.7244927,83.5442439,34,0.038461538,1.98083462,0.564847212,132,12,7,19.16666667,23,3,3,3,3.837372291
0.416,44.99480726,44.99,1.882240714,3.275098841,111.8903061,327.06,1.027067216,1.122835748,215.7447259,0.967419739,49.59138607,399.0230446,80.3336685,3,0.5,1.680595742,1.477111867,84,1,7,146,17,2,2.212,2,3.244818878
0.416,60.4331746,60.43,4.107243499,7.146603689,239.649145,366.005,1.564995797,1.708841359,346.1614955,1.488442044,40.46817974,410.5030926,186.6198809,15,0.8,1.701972234,0.645236898,241,4,5,105,27,4,3.56,4,6.949825204
0.419764706,45.38664399,45.39,2.614335069,4.54894302,132.1974809,385.8340484,1.027162115,1.101406511,119.478333,0.928807063,24.25992457,396.5587331,90.8660907,54,0.472222222,2.311236243,0.647483605,100,17,7,10.23529412,26,4,3.49,4,3.833726945
0.424,44.52460317,44.52,2.026388059,3.525915222,119.2676509,366.005,1.087331901,1.181417803,126.0405344,0.982936209,17.24833706,229.8084135,81.06443967,4,0.666666667,1.452217615,0.83940871,89,2,7,77,19,3,2.316,3,3.458761876
